Record_ID,Age_Numeric,Gender,Occupation,Income_Numeric,Primary_OTT_Platform,Subscriptions_Numeric,Tenure_Months,Monthly_Spend_Numeric,Share_Account,Hours_Watched_Numeric,Preferred_Genre,Primary_Device,Usual_Viewing_Time,Pricing_Satisfaction,Content_Satisfaction,Content_Variety,Recommendation_Quality,Advertisement_Tolerance,Streaming_Experience,Switched_Before,Competitor_Awareness,Switch_Intent,Main_Reason_For_Switching,What_Would_Encourage_Stay,Suggestions_To_Improve,Data_Source,Cost_Fatigue_Score,Content_Fatigue_Score,Experience_Fatigue_Score,Overall_Fatigue_Score,Dominant_Fatigue_Type
6876,21.0,Male,Student,62500,Netflix,2.0,1.5,350,No,15.0,Thriller,Laptop/Desktop,Night,4,5,3,5,2,3,Yes,Yes,Yes,Poor streaming experience,Better streaming quality,Offer better family plans,Synthetic,34.0,38.0,50.0,40.67,Experience
6877,49.5,Female,Homemaker,0,Netflix,3.0,4.5,750,Yes,7.5,Anime,Smart TV,Evening,5,4,3,3,3,4,No,Yes,Yes,Poor recommendations,Better recommendations,Improve content variety,Synthetic,26.86,49.0,51.0,42.29,Experience
6878,21.0,Male,Homemaker,0,Netflix,5.0,4.5,750,Yes,7.5,Comedy,Mobile,Evening,4,3,3,3,4,4,No,Yes,Yes,Limited content variety,"Better content, Exclusive originals",Offer better family plans,Synthetic,40.86,60.0,47.0,49.29,Content
6879,39.5,Male,Student,0,Netflix,5.0,4.5,350,Yes,2.5,Action,Laptop/Desktop,Night,5,4,5,3,3,4,Yes,No,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,20.0,31.0,51.0,34.0,Experience
6880,21.0,Female,Homemaker,0,Disney+ Hotstar,5.0,4.5,750,Yes,15.0,Action,Smart TV,Evening,2,5,3,4,1,5,No,Yes,No,No plans to switch,"Lower price, Family plans",Lower subscription prices,Synthetic,68.86,38.0,43.0,49.95,Cost
6881,21.0,Male,Homemaker,12500,Netflix,2.0,9.0,1750,No,7.5,Comedy,Laptop/Desktop,Evening,4,5,3,3,3,4,Yes,No,No,No plans to switch,"Lower price, Family plans",Improve content variety,Synthetic,58.0,38.0,51.0,49.0,Cost
6882,21.0,Male,Student,0,Netflix,2.0,4.5,750,Yes,15.0,Action,Mobile,Night,4,3,4,4,5,4,Yes,Yes,Yes,Lack of content,"Better recommendations, Better content",Offer better family plans,Synthetic,40.86,51.0,36.0,42.62,Content
6883,21.0,Male,Student,0,Netflix,3.0,9.0,750,No,7.5,Action,Smart TV,Night,4,5,3,4,3,4,Yes,No,No,No plans to switch,Better streaming quality,Reduce advertisements,Synthetic,40.86,38.0,44.0,40.95,Experience
6884,21.0,Female,Student,37500,Netflix,1.0,9.0,100,No,2.5,Drama,Mobile,Night,3,5,5,3,2,3,No,No,No,No plans to switch,Better recommendations,Reduce buffering,Synthetic,43.71,20.0,64.0,42.57,Experience
6885,21.0,Female,Student,0,Disney+ Hotstar,2.0,4.5,350,No,15.0,Horror,Mobile,Night,3,4,3,4,3,5,No,Yes,No,No plans to switch,"Better content, Exclusive originals",Improve recommendations,Synthetic,48.0,49.0,35.0,44.0,Content
6886,21.0,Male,Working Professional,0,Netflix,3.0,1.5,350,Yes,7.5,Thriller,Laptop/Desktop,Night,3,3,3,4,3,4,No,No,Yes,Need better content,"Better recommendations, Better content",Lower subscription prices,Synthetic,48.0,60.0,44.0,50.67,Content
6887,21.0,Male,Working Professional,125000,Amazon Prime Video,1.0,4.5,350,No,7.5,Romance,Mobile,Night,4,4,3,3,5,5,Yes,No,No,No plans to switch,"Better recommendations, Better content",Lower subscription prices,Synthetic,34.0,49.0,34.0,39.0,Content
6888,21.0,Male,Student,12500,Amazon Prime Video,2.0,4.5,350,Yes,7.5,Action,Laptop/Desktop,Night,3,4,4,4,5,5,No,No,No,No plans to switch,"Lower price, Family plans",Improve content variety,Synthetic,48.0,40.0,27.0,38.33,Cost
6889,21.0,Male,Student,0,Netflix,2.0,4.5,350,Yes,2.5,Comedy,Mobile,Evening,4,5,3,4,2,3,No,No,No,No plans to switch,Better recommendations,Add more exclusive content,Synthetic,34.0,38.0,57.0,43.0,Experience
6890,21.0,Male,Student,0,Netflix,2.0,4.5,750,Yes,2.5,Romance,Laptop/Desktop,Night,2,3,3,3,2,4,No,Yes,Yes,Expensive subscription,"Lower price, Better content",Lower subscription prices,Synthetic,68.86,60.0,55.0,61.29,Cost
6891,21.0,Male,Working Professional,0,Amazon Prime Video,1.0,9.0,350,No,7.5,Romance,Mobile,Night,4,4,4,5,1,3,No,Yes,No,No plans to switch,Better recommendations,Reduce advertisements,Synthetic,34.0,40.0,54.0,42.67,Experience
6892,21.0,Female,Working Professional,125000,Amazon Prime Video,5.0,4.5,350,Yes,7.5,Comedy,Laptop/Desktop,Night,4,4,4,5,4,4,No,Yes,No,No plans to switch,"Better content, Exclusive originals",Add more exclusive content,Synthetic,34.0,40.0,33.0,35.67,Content
6893,21.0,Male,Working Professional,0,Amazon Prime Video,2.0,9.0,350,Yes,7.5,Anime,Mobile,Evening,3,4,3,3,5,5,Yes,No,Yes,Need better content,"Better recommendations, Better content",Reduce buffering,Synthetic,48.0,49.0,34.0,43.67,Content
6894,49.5,Male,Student,0,Netflix,2.0,9.0,750,Yes,7.5,Action,Laptop/Desktop,Night,4,4,3,4,3,4,Yes,No,Yes,Lack of content,"Better recommendations, Better content",Offer better family plans,Synthetic,40.86,49.0,44.0,44.62,Content
6895,21.0,Male,Student,0,Netflix,1.0,1.5,750,No,7.5,Romance,Laptop/Desktop,Night,4,4,4,5,5,5,No,Yes,No,No plans to switch,"Lower price, Better content",Reduce buffering,Synthetic,40.86,40.0,20.0,33.62,Cost
6896,21.0,Female,Student,37500,Netflix,2.0,30.0,350,No,7.5,Romance,Mobile,Evening,2,3,4,5,4,4,No,Yes,Yes,Lower price,"Lower price, Better content",Improve content variety,Synthetic,62.0,51.0,33.0,48.67,Cost
6897,39.5,Female,Working Professional,62500,Netflix,3.0,30.0,350,No,15.0,Romance,Mobile,Night,3,5,4,5,3,4,No,No,No,No plans to switch,Lower price,Add more exclusive content,Synthetic,48.0,29.0,37.0,38.0,Cost
6898,21.0,Male,Student,62500,Disney+ Hotstar,2.0,1.5,350,Yes,7.5,Comedy,Laptop/Desktop,Evening,1,4,3,4,4,4,Yes,Yes,No,No plans to switch,"Lower price, Better content",Add more exclusive content,Synthetic,76.0,49.0,40.0,55.0,Cost
6899,21.0,Female,Student,62500,Disney+ Hotstar,2.0,1.5,350,Yes,7.5,Thriller,Mobile,Night,4,5,4,5,4,3,No,Yes,No,No plans to switch,Better streaming quality,Reduce advertisements,Synthetic,34.0,29.0,42.0,35.0,Experience
6900,39.5,Male,Student,0,Netflix,1.0,9.0,350,No,15.0,Action,Mobile,Night,4,4,4,5,3,3,Yes,No,Yes,Poor recommendations,Better recommendations,Lower subscription prices,Synthetic,34.0,40.0,46.0,40.0,Experience
6901,21.0,Male,Student,37500,Netflix,3.0,9.0,350,No,7.5,Action,Smart TV,Night,2,4,4,5,3,4,No,Yes,No,No plans to switch,Lower price,Improve recommendations,Synthetic,62.0,40.0,37.0,46.33,Cost
6902,21.0,Male,Student,0,Disney+ Hotstar,3.0,9.0,350,Yes,15.0,Anime,Smart TV,Night,4,5,4,4,1,4,Yes,Yes,Yes,Poor streaming experience,Better streaming quality,Improve content variety,Synthetic,34.0,29.0,52.0,38.33,Experience
6903,21.0,Male,Student,0,Netflix,3.0,9.0,350,Yes,2.5,Thriller,Laptop/Desktop,Night,2,3,5,4,3,3,Yes,No,Yes,Expensive subscription,Lower price,Improve recommendations,Synthetic,62.0,42.0,53.0,52.33,Cost
6904,21.0,Male,Working Professional,0,Amazon Prime Video,1.0,4.5,350,No,7.5,Thriller,Smart TV,Evening,4,3,4,4,3,4,No,Yes,No,No plans to switch,"Better content, Exclusive originals",Improve content variety,Synthetic,34.0,51.0,44.0,43.0,Content
6905,39.5,Male,Student,0,Netflix,2.0,4.5,350,Yes,7.5,Drama,Mobile,Night,4,4,3,3,4,4,Yes,Yes,Yes,Lack of content,Better content,Add more exclusive content,Synthetic,34.0,49.0,47.0,43.33,Content
6906,21.0,Male,Student,12500,Netflix,1.0,30.0,1750,Yes,7.5,Thriller,Mobile,Evening,1,4,4,5,5,4,Yes,No,Yes,Lower price,"Lower price, Family plans",Offer better family plans,Synthetic,100.0,40.0,29.0,56.33,Cost
6907,39.5,Female,Student,0,Netflix,2.0,1.5,750,No,7.5,Romance,Smart TV,Night,3,3,5,4,2,5,Yes,Yes,No,No plans to switch,"Lower price, Family plans",Reduce advertisements,Synthetic,54.86,42.0,39.0,45.29,Cost
6908,39.5,Male,Student,0,Disney+ Hotstar,2.0,1.5,750,Yes,2.5,Drama,Laptop/Desktop,Evening,4,4,3,4,3,3,Yes,Yes,Yes,Poor streaming experience,"Better streaming quality, Fewer ads",Add more exclusive content,Synthetic,40.86,49.0,53.0,47.62,Experience
6909,21.0,Male,Student,0,Amazon Prime Video,2.0,1.5,100,No,7.5,Anime,Mobile,Night,1,5,5,4,4,3,Yes,No,No,No plans to switch,"Lower price, Family plans",Add more exclusive content,Synthetic,71.71,20.0,49.0,46.9,Cost
6910,21.0,Female,Working Professional,0,Netflix,2.0,30.0,350,No,7.5,Horror,Mobile,Evening,4,4,4,3,1,4,No,Yes,Yes,Poor recommendations,Better recommendations,Add more exclusive content,Synthetic,34.0,40.0,59.0,44.33,Experience
6911,39.5,Female,Student,0,Netflix,2.0,9.0,350,No,7.5,Horror,Smart TV,Night,4,3,3,3,2,3,No,Yes,No,No plans to switch,Better recommendations,Offer better family plans,Synthetic,34.0,60.0,64.0,52.67,Experience
6912,21.0,Male,Homemaker,0,Netflix,2.0,1.5,350,No,7.5,Thriller,Laptop/Desktop,Night,4,4,4,4,3,4,Yes,Yes,No,No plans to switch,Better streaming quality,Reduce advertisements,Synthetic,34.0,40.0,44.0,39.33,Experience
6913,39.5,Male,Working Professional,0,Disney+ Hotstar,2.0,30.0,100,Yes,15.0,Thriller,Mobile,Night,4,4,4,4,3,4,No,No,No,No plans to switch,Better streaming quality,Reduce buffering,Synthetic,29.71,40.0,44.0,37.9,Experience
6914,39.5,Female,Homemaker,125000,Netflix,1.0,1.5,350,No,7.5,Horror,Smart TV,Night,1,4,4,3,4,5,Yes,Yes,No,No plans to switch,Lower price,Improve recommendations,Synthetic,76.0,40.0,38.0,51.33,Cost
6915,21.0,Male,Student,0,Amazon Prime Video,2.0,9.0,1750,Yes,7.5,Action,Mobile,Evening,4,4,3,4,2,4,Yes,Yes,Yes,Lower price,Lower price,Improve content variety,Synthetic,58.0,49.0,48.0,51.67,Cost
6916,21.0,Female,Student,0,Netflix,3.0,1.5,750,Yes,7.5,Drama,Laptop/Desktop,Evening,4,5,3,4,5,4,Yes,Yes,Yes,High subscription cost,"Lower price, Family plans",Improve recommendations,Synthetic,40.86,38.0,36.0,38.29,Cost
6917,21.0,Male,Student,0,Netflix,5.0,9.0,350,No,7.5,Thriller,Laptop/Desktop,Night,4,3,4,4,3,4,No,Yes,Yes,Lack of content,"Better content, Exclusive originals",Add more exclusive content,Synthetic,34.0,51.0,44.0,43.0,Content
6918,21.0,Male,Homemaker,62500,Netflix,2.0,1.5,750,No,7.5,Anime,Laptop/Desktop,Night,1,5,3,4,2,5,No,No,No,No plans to switch,Lower price,Improve content variety,Synthetic,82.86,38.0,39.0,53.29,Cost
6919,49.5,Female,Student,12500,Netflix,1.0,9.0,350,Yes,7.5,Thriller,Smart TV,Night,2,4,5,4,5,4,Yes,Yes,Yes,Lower price,Lower price,Add more exclusive content,Synthetic,62.0,31.0,36.0,43.0,Cost
6920,21.0,Female,Student,62500,Disney+ Hotstar,3.0,9.0,350,Yes,2.5,Comedy,Mobile,Night,3,4,3,5,2,4,No,No,No,No plans to switch,"Better content, Exclusive originals",Improve recommendations,Synthetic,48.0,49.0,41.0,46.0,Content
6921,21.0,Female,Working Professional,0,Amazon Prime Video,2.0,30.0,750,Yes,7.5,Anime,Laptop/Desktop,Night,3,5,3,3,5,4,Yes,Yes,No,No plans to switch,Lower price,Reduce advertisements,Synthetic,54.86,38.0,43.0,45.29,Cost
6922,21.0,Male,Student,0,Disney+ Hotstar,5.0,30.0,750,No,7.5,Drama,Laptop/Desktop,Evening,3,4,2,3,3,4,Yes,No,Yes,Limited content variety,Better content,Lower subscription prices,Synthetic,54.86,58.0,51.0,54.62,Content
6923,39.5,Male,Student,0,Amazon Prime Video,5.0,4.5,350,No,7.5,Action,Laptop/Desktop,Night,4,2,4,4,3,4,No,No,No,No plans to switch,Better content,Improve recommendations,Synthetic,34.0,62.0,44.0,46.67,Content
6924,21.0,Male,Student,0,Netflix,5.0,1.5,750,Yes,7.5,Romance,Laptop/Desktop,Evening,4,5,3,4,5,3,Yes,No,No,No plans to switch,Better recommendations,Lower subscription prices,Synthetic,40.86,38.0,45.0,41.29,Experience
6925,21.0,Male,Student,62500,Netflix,5.0,4.5,350,Yes,15.0,Romance,Mobile,Evening,5,4,4,5,5,4,No,Yes,No,No plans to switch,"Better recommendations, Better content",Add more exclusive content,Synthetic,20.0,40.0,29.0,29.67,Content
6926,21.0,Male,Homemaker,0,Amazon Prime Video,3.0,4.5,350,Yes,7.5,Horror,Laptop/Desktop,Evening,3,3,5,5,3,4,No,Yes,Yes,Lower price,Lower price,Reduce buffering,Synthetic,48.0,42.0,37.0,42.33,Cost
6927,21.0,Male,Working Professional,0,Amazon Prime Video,1.0,4.5,350,No,7.5,Comedy,Smart TV,Night,2,5,3,3,3,4,No,No,Yes,Lower price,Lower price,Reduce buffering,Synthetic,62.0,38.0,51.0,50.33,Cost
6928,21.0,Female,Student,37500,Amazon Prime Video,3.0,4.5,350,Yes,2.5,Action,Smart TV,Night,5,3,4,5,3,3,No,Yes,No,No plans to switch,"Better content, Exclusive originals",Offer better family plans,Synthetic,20.0,51.0,46.0,39.0,Content
6929,21.0,Female,Student,0,Netflix,2.0,30.0,100,No,15.0,Horror,Laptop/Desktop,Night,3,4,3,3,1,3,Yes,Yes,Yes,Poor recommendations,Better recommendations,Improve content variety,Synthetic,43.71,49.0,68.0,53.57,Experience
6930,21.0,Female,Student,0,Amazon Prime Video,1.0,1.5,1750,Yes,7.5,Romance,Smart TV,Evening,4,5,4,4,3,4,Yes,Yes,Yes,Lower price,"Lower price, Better content",Reduce advertisements,Synthetic,58.0,29.0,44.0,43.67,Cost
6931,21.0,Male,Homemaker,12500,Amazon Prime Video,5.0,4.5,750,No,15.0,Romance,Mobile,Night,4,4,4,5,4,4,No,Yes,Yes,High subscription cost,"Lower price, Better content",Improve content variety,Synthetic,40.86,40.0,33.0,37.95,Cost
6932,39.5,Male,Homemaker,125000,Disney+ Hotstar,5.0,4.5,1750,Yes,7.5,Thriller,Laptop/Desktop,Night,4,4,4,4,3,4,Yes,Yes,Yes,Lower price,Lower price,Improve recommendations,Synthetic,58.0,40.0,44.0,47.33,Cost
6933,21.0,Male,Working Professional,0,Netflix,5.0,4.5,1750,Yes,15.0,Thriller,Smart TV,Night,1,5,5,4,5,4,Yes,Yes,Yes,Lower price,"Lower price, Family plans",Reduce buffering,Synthetic,100.0,20.0,36.0,52.0,Cost
6934,21.0,Male,Student,37500,Amazon Prime Video,5.0,1.5,100,Yes,2.5,Comedy,Mobile,Night,3,4,5,4,2,4,No,Yes,Yes,Poor streaming experience,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,43.71,31.0,48.0,40.9,Experience
6935,21.0,Male,Student,0,Netflix,2.0,4.5,350,Yes,7.5,Comedy,Laptop/Desktop,Night,4,5,4,4,2,5,No,No,No,No plans to switch,Better recommendations,Add more exclusive content,Synthetic,34.0,29.0,39.0,34.0,Experience
6936,21.0,Male,Student,0,Netflix,2.0,9.0,1750,No,2.5,Thriller,Mobile,Night,3,3,4,4,4,5,No,No,No,No plans to switch,"Lower price, Family plans",Reduce buffering,Synthetic,72.0,51.0,31.0,51.33,Cost
6937,21.0,Male,Student,37500,Netflix,3.0,1.5,1750,Yes,15.0,Horror,Mobile,Night,4,4,5,4,3,4,No,No,Yes,High subscription cost,Lower price,Lower subscription prices,Synthetic,58.0,31.0,44.0,44.33,Cost
6938,21.0,Male,Student,0,Amazon Prime Video,2.0,30.0,100,No,7.5,Romance,Smart TV,Night,5,4,4,3,4,3,No,No,No,No plans to switch,Better streaming quality,Improve recommendations,Synthetic,15.71,40.0,56.0,37.24,Experience
6939,21.0,Female,Working Professional,0,Netflix,3.0,30.0,750,No,2.5,Horror,Mobile,Night,1,4,5,4,3,4,No,No,No,No plans to switch,"Lower price, Family plans",Reduce buffering,Synthetic,82.86,31.0,44.0,52.62,Cost
6940,21.0,Female,Student,12500,Netflix,2.0,9.0,350,No,2.5,Horror,Laptop/Desktop,Evening,1,5,4,4,2,5,No,No,Yes,High subscription cost,"Lower price, Better content",Improve content variety,Synthetic,76.0,29.0,39.0,48.0,Cost
6941,49.5,Male,Working Professional,12500,Netflix,2.0,1.5,1750,No,7.5,Drama,Mobile,Night,3,4,2,5,5,5,Yes,Yes,No,No plans to switch,"Lower price, Better content",Reduce buffering,Synthetic,72.0,58.0,20.0,50.0,Cost
6942,21.0,Female,Student,37500,Netflix,3.0,30.0,100,Yes,7.5,Thriller,Laptop/Desktop,Evening,4,3,3,5,1,4,No,Yes,No,No plans to switch,Better content,Reduce buffering,Synthetic,29.71,60.0,45.0,44.9,Content
6943,21.0,Male,Student,0,Netflix,3.0,1.5,100,Yes,7.5,Horror,Laptop/Desktop,Night,3,3,5,5,3,4,No,Yes,No,No plans to switch,Lower price,Improve recommendations,Synthetic,43.71,42.0,37.0,40.9,Cost
6944,21.0,Male,Student,0,Netflix,2.0,4.5,750,Yes,7.5,Horror,Smart TV,Evening,2,4,3,4,3,3,No,No,No,No plans to switch,"Lower price, Family plans",Improve recommendations,Synthetic,68.86,49.0,53.0,56.95,Cost
6945,21.0,Male,Student,37500,Netflix,2.0,9.0,350,Yes,7.5,Thriller,Laptop/Desktop,Evening,3,4,5,2,2,4,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Improve recommendations,Synthetic,48.0,31.0,62.0,47.0,Experience
6946,21.0,Male,Student,0,Netflix,1.0,4.5,750,Yes,2.5,Horror,Mobile,Night,4,4,5,4,5,5,No,No,No,No plans to switch,"Lower price, Better content",Reduce buffering,Synthetic,40.86,31.0,27.0,32.95,Cost
6947,21.0,Male,Student,0,Amazon Prime Video,2.0,9.0,350,No,7.5,Thriller,Mobile,Evening,4,3,3,3,1,4,No,No,No,No plans to switch,"Better content, Exclusive originals",Improve content variety,Synthetic,34.0,60.0,59.0,51.0,Content
6948,21.0,Female,Student,0,Amazon Prime Video,2.0,4.5,750,Yes,7.5,Action,Mobile,Night,4,4,3,3,4,3,No,No,No,No plans to switch,Better recommendations,Offer better family plans,Synthetic,40.86,49.0,56.0,48.62,Experience
6949,21.0,Female,Student,0,Netflix,2.0,4.5,350,No,7.5,Action,Mobile,Evening,4,4,5,4,1,5,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,34.0,31.0,43.0,36.0,Experience
6950,21.0,Male,Working Professional,0,Netflix,2.0,4.5,350,No,7.5,Horror,Mobile,Night,2,5,3,3,1,4,No,No,No,No plans to switch,"Lower price, Better content",Offer better family plans,Synthetic,62.0,38.0,59.0,53.0,Cost
6951,21.0,Male,Student,37500,Netflix,3.0,30.0,100,No,7.5,Thriller,Mobile,Evening,4,4,3,5,1,4,No,No,No,No plans to switch,"Better recommendations, Better content",Reduce advertisements,Synthetic,29.71,49.0,45.0,41.24,Content
6952,21.0,Female,Student,0,Netflix,3.0,1.5,350,No,15.0,Horror,Laptop/Desktop,Evening,3,5,4,4,3,4,No,Yes,No,No plans to switch,"Lower price, Family plans",Improve content variety,Synthetic,48.0,29.0,44.0,40.33,Cost
6953,39.5,Male,Student,0,Netflix,3.0,30.0,100,Yes,7.5,Anime,Mobile,Evening,4,4,3,4,5,4,Yes,No,No,No plans to switch,"Better content, Exclusive originals",Reduce advertisements,Synthetic,29.71,49.0,36.0,38.24,Content
6954,21.0,Female,Homemaker,0,Amazon Prime Video,3.0,9.0,350,Yes,2.5,Horror,Smart TV,Evening,1,4,5,4,1,3,Yes,No,No,No plans to switch,"Lower price, Family plans",Reduce buffering,Synthetic,76.0,31.0,61.0,56.0,Cost
6955,39.5,Female,Student,0,Netflix,3.0,4.5,100,Yes,2.5,Horror,Mobile,Night,4,4,3,5,4,5,No,No,No,No plans to switch,"Better content, Exclusive originals",Add more exclusive content,Synthetic,29.71,49.0,24.0,34.24,Content
6956,21.0,Male,Student,0,Netflix,5.0,9.0,750,Yes,7.5,Thriller,Laptop/Desktop,Night,3,4,3,4,4,4,No,Yes,Yes,Lower price,Lower price,Offer better family plans,Synthetic,54.86,49.0,40.0,47.95,Cost
6957,39.5,Female,Student,0,Netflix,3.0,30.0,100,Yes,2.5,Horror,Mobile,Night,3,4,3,5,2,3,No,Yes,No,No plans to switch,Better streaming quality,Reduce buffering,Synthetic,43.71,49.0,50.0,47.57,Experience
6958,21.0,Male,Student,62500,Disney+ Hotstar,2.0,9.0,100,Yes,7.5,Action,Smart TV,Night,3,4,4,4,3,4,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,43.71,40.0,44.0,42.57,Experience
6959,21.0,Female,Working Professional,0,Netflix,5.0,1.5,350,No,7.5,Horror,Mobile,Night,3,5,5,3,4,3,Yes,Yes,Yes,Poor streaming experience,Better streaming quality,Offer better family plans,Synthetic,48.0,20.0,56.0,41.33,Experience
6960,21.0,Male,Student,0,Netflix,3.0,30.0,350,No,7.5,Horror,Mobile,Night,4,4,3,4,2,2,No,No,No,No plans to switch,Better recommendations,Reduce advertisements,Synthetic,34.0,49.0,66.0,49.67,Experience
6961,21.0,Male,Student,0,Amazon Prime Video,3.0,30.0,350,Yes,7.5,Action,Mobile,Evening,4,4,3,2,2,4,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Offer better family plans,Synthetic,34.0,49.0,62.0,48.33,Experience
6962,39.5,Female,Student,0,Amazon Prime Video,3.0,9.0,350,Yes,7.5,Anime,Mobile,Night,4,5,4,5,4,4,Yes,Yes,No,No plans to switch,"Lower price, Family plans",Improve recommendations,Synthetic,34.0,29.0,33.0,32.0,Cost
6963,21.0,Male,Student,0,Amazon Prime Video,1.0,30.0,750,Yes,2.5,Romance,Smart TV,Evening,2,5,5,5,4,4,No,No,No,No plans to switch,"Lower price, Better content",Reduce buffering,Synthetic,68.86,20.0,33.0,40.62,Cost
6964,49.5,Male,Working Professional,0,Netflix,2.0,9.0,750,No,7.5,Comedy,Mobile,Evening,3,5,4,5,2,4,Yes,Yes,Yes,Expensive subscription,"Lower price, Family plans",Improve content variety,Synthetic,54.86,29.0,41.0,41.62,Cost
6965,49.5,Female,Student,0,Netflix,1.0,4.5,350,Yes,7.5,Action,Mobile,Evening,4,4,4,4,1,4,No,Yes,No,No plans to switch,Better streaming quality,Reduce buffering,Synthetic,34.0,40.0,52.0,42.0,Experience
6966,49.5,Male,Student,0,Amazon Prime Video,5.0,1.5,350,Yes,7.5,Drama,Laptop/Desktop,Night,3,4,3,5,1,3,No,No,No,No plans to switch,Better recommendations,Lower subscription prices,Synthetic,48.0,49.0,54.0,50.33,Experience
6967,21.0,Male,Student,0,Netflix,2.0,9.0,350,No,15.0,Comedy,Laptop/Desktop,Evening,2,5,5,5,4,4,No,Yes,No,No plans to switch,Lower price,Reduce buffering,Synthetic,62.0,20.0,33.0,38.33,Cost
6968,21.0,Male,Student,0,Netflix,5.0,4.5,350,Yes,7.5,Anime,Laptop/Desktop,Night,2,3,5,4,2,4,No,No,No,No plans to switch,Lower price,Add more exclusive content,Synthetic,62.0,42.0,48.0,50.67,Cost
6969,39.5,Male,Homemaker,0,Netflix,5.0,4.5,100,No,7.5,Comedy,Smart TV,Night,3,4,5,5,2,5,No,No,Yes,Lower price,Lower price,Reduce advertisements,Synthetic,43.71,31.0,32.0,35.57,Cost
6970,21.0,Male,Student,12500,Netflix,5.0,9.0,350,No,7.5,Drama,Mobile,Evening,1,4,4,4,1,4,No,No,No,No plans to switch,Lower price,Improve recommendations,Synthetic,76.0,40.0,52.0,56.0,Cost
6971,21.0,Male,Working Professional,0,Amazon Prime Video,5.0,30.0,350,Yes,2.5,Comedy,Mobile,Night,4,4,5,5,4,3,No,Yes,No,No plans to switch,Better streaming quality,Offer better family plans,Synthetic,34.0,31.0,42.0,35.67,Experience
6972,21.0,Male,Student,0,Netflix,2.0,30.0,350,No,7.5,Romance,Smart TV,Night,2,5,5,4,3,4,No,Yes,No,No plans to switch,Lower price,Offer better family plans,Synthetic,62.0,20.0,44.0,42.0,Cost
6973,21.0,Female,Student,0,Netflix,2.0,1.5,750,No,7.5,Thriller,Laptop/Desktop,Evening,3,5,5,5,2,4,Yes,Yes,Yes,High subscription cost,"Lower price, Family plans",Improve recommendations,Synthetic,54.86,20.0,41.0,38.62,Cost
6974,21.0,Male,Student,0,Amazon Prime Video,5.0,1.5,350,No,2.5,Drama,Laptop/Desktop,Night,3,5,4,5,4,4,Yes,Yes,No,No plans to switch,Lower price,Offer better family plans,Synthetic,48.0,29.0,33.0,36.67,Cost
6975,21.0,Male,Student,0,Netflix,2.0,4.5,350,Yes,2.5,Action,Mobile,Night,4,4,4,3,5,5,Yes,No,No,No plans to switch,"Better content, Exclusive originals",Offer better family plans,Synthetic,34.0,40.0,34.0,36.0,Content
6976,21.0,Female,Homemaker,12500,Netflix,2.0,1.5,100,No,7.5,Horror,Mobile,Evening,2,4,4,4,5,4,No,Yes,No,No plans to switch,Lower price,Reduce advertisements,Synthetic,57.71,40.0,36.0,44.57,Cost
6977,21.0,Male,Homemaker,0,Netflix,3.0,1.5,350,No,7.5,Anime,Mobile,Evening,2,4,5,4,3,5,Yes,Yes,Yes,Expensive subscription,Lower price,Offer better family plans,Synthetic,62.0,31.0,35.0,42.67,Cost
6978,21.0,Male,Student,37500,Netflix,3.0,9.0,350,Yes,2.5,Action,Mobile,Night,3,3,4,5,3,3,Yes,No,No,No plans to switch,Better content,Offer better family plans,Synthetic,48.0,51.0,46.0,48.33,Content
6979,21.0,Female,Homemaker,0,Netflix,2.0,9.0,350,No,15.0,Action,Laptop/Desktop,Evening,2,3,5,3,1,4,No,Yes,No,No plans to switch,Lower price,Offer better family plans,Synthetic,62.0,42.0,59.0,54.33,Cost
6980,49.5,Male,Student,0,Netflix,2.0,30.0,100,No,7.5,Anime,Smart TV,Night,3,4,4,5,3,3,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,43.71,40.0,46.0,43.24,Experience
6981,21.0,Female,Student,0,Netflix,3.0,1.5,350,Yes,7.5,Comedy,Mobile,Evening,1,5,2,3,3,3,No,No,No,No plans to switch,Lower price,Reduce buffering,Synthetic,76.0,47.0,60.0,61.0,Cost
6982,49.5,Female,Student,0,Amazon Prime Video,5.0,30.0,350,Yes,7.5,Horror,Laptop/Desktop,Night,3,4,3,5,3,4,No,No,No,No plans to switch,Better content,Reduce buffering,Synthetic,48.0,49.0,37.0,44.67,Content
6983,21.0,Male,Working Professional,0,Disney+ Hotstar,2.0,1.5,350,Yes,2.5,Drama,Laptop/Desktop,Night,4,5,4,4,2,3,No,No,No,No plans to switch,Better streaming quality,Improve recommendations,Synthetic,34.0,29.0,57.0,40.0,Experience
6984,39.5,Female,Student,37500,Netflix,1.0,9.0,100,No,7.5,Action,Smart TV,Evening,4,5,3,5,3,4,Yes,No,Yes,Lack of content,Better content,Improve recommendations,Synthetic,29.71,38.0,37.0,34.9,Content
